Reporting Period End Date,IDRSSD,FDIC Certificate Number,OCC Charter Number,OTS Docket Number,Primary ABA Routing Number,Financial Institution Name,Financial Institution Address,Financial Institution City,Financial Institution State,Financial Institution Zip Code,Financial Institution Filing Type,RCON2170
31/12/2019,498362,22373,16617,0,111907144,AMERICAN NATIONAL BANK & TRUST,2732-A MIDWESTERN PARKWAY ,WICHITA FALLS,TX,76308,41,885101
31/12/2019,498456,10704,0,0,111311743,FIRST STATE BANK,2118 SOUTH TREADAWAY BLVD. ,ABILENE,TX,79602,51,43851
31/12/2019,498531,26799,0,15503,62203719,EVABANK,4113 EVA ROAD ,EVA,AL,35621,51,382838
31/12/2019,498625,9024,0,12454,51502421,"CALHOUN COUNTY BANK, INC.",443 HIGH STREET ,GRANTSVILLE,WV,26147,51,152953
31/12/2019,498942,10821,0,0,81209985,CLAY COUNTY STATE BANK,111 NORTH CHURCH STREET ,LOUISVILLE,IL,62858,51,75744
31/12/2019,499154,90040,0,0,302188675,HOME LOAN STATE BANK,205 N 4TH ST ,GRAND JUNCTION,CO,81501,51,131823
31/12/2019,499453,13868,0,0,104909531,FIRST STATE BANK NEBRASKA,2701 GRAINGER PARKWAY ,LINCOLN,NE,68516,51,608395
31/12/2019,499501,17741,0,10536,211274395,BIDDEFORD SAVINGS BANK,254 MAIN STREET ,BIDDEFORD,ME,4005,51,516973
31/12/2019,499743,15282,0,0,81509193,HERITAGE COMMUNITY BANK,FIRST AND MAIN STREET ,CHAMOIS,MO,65024,41,146206
31/12/2019,499752,2247,0,0,112206297,BANK OF THE SOUTHWEST,226 NORTH MAIN STREET ,ROSWELL,NM,88201,51,157193
31/12/2019,499855,4801,12346,0,101100618,SOUTHWEST NATIONAL BANK,400 EAST DOUGLAS ,WICHITA,KS,67202,51,461701
31/12/2019,500256,3339,9810,0,111311785,"FIRST NATIONAL BANK OF MERTZON, THE",106 S. BROADWAY ,MERTZON,TX,76941,41,485646
31/12/2019,500658,24303,0,0,111011878,PAVILLION BANK,1200 W CAMPBELL RD ,RICHARDSON,TX,750802945,51,74183
31/12/2019,501105,588,0,11394,22000046,MANUFACTURERS AND TRADERS TRUST COMPANY,ONE M&T PLAZA ,BUFFALO,NY,14203,31,
31/12/2019,501132,16175,0,10132,62205704,WEST ALABAMA BANK & TRUST,509 FIRST AVENUE WEST ,REFORM,AL,35481,51,644050
31/12/2019,501459,19512,0,0,81001439,ROYAL BANKS OF MISSOURI,8021 OLIVE BOULEVARD ,SAINT LOUIS,MO,63130,51,697229
31/12/2019,501655,12136,0,0,101103880,WILSON STATE BANK,26TH AND AVENUE E ,WILSON,KS,67490,41,87594
31/12/2019,501767,5590,5674,0,111904859,"FIRST NATIONAL BANK OF WINNSBORO, THE",315 NORTH MAIN STREET ,WINNSBORO,TX,75494,51,135313
31/12/2019,501815,7586,0,0,31312288,LUZERNE BANK,118 MAIN STREET ,LUZERNE,PA,18709,41,453131
31/12/2019,502111,18734,15070,12245,26004297,NATIONAL BANK OF NEW YORK CITY,38TH AVENUE AND 138TH STREET ,FLUSHING,NY,11354,51,232715
31/12/2019,502447,9669,0,0,83904974,FREDONIA VALLEY BANK,602 CASSIDY AVENUE ,FREDONIA,KY,42411,51,84472
31/12/2019,502559,11259,0,0,102101276,"GUNNISON BANK AND TRUST COMPANY, THE",232 WEST TOMICHI ,GUNNISON,CO,81230,51,122893
31/12/2019,502652,15205,0,0,84304968,BANK3,5210 POPLAR AVENUE ,MEMPHIS,TN,38119,51,225242
31/12/2019,502746,14883,0,0,74906800,COMMUNITY STATE BANK,802 EAST ALBION STREET ,AVILLA,IN,46710,51,278489
31/12/2019,502849,17514,0,0,81222593,BANTERRA BANK,3201 BANTERRA DRIVE ,MARION,IL,62959,51,1950815
31/12/2019,503547,1829,0,0,74904365,"FAIRMOUNT STATE BANK, THE",101 NORTH MAIN STREET ,FAIRMOUNT,IN,46928,51,45468
31/12/2019,503640,16247,0,0,81518210,NEIGHBORS BANK,101 EAST CHESTNUT STREET ,CLARENCE,MO,63437,51,31634
31/12/2019,504142,15546,0,0,101901419,CHILLICOTHE STATE BANK,600 WASHINGTON STREET ,CHILLICOTHE,MO,64601,51,120965
31/12/2019,504311,2285,0,0,41209624,"GENOA BANKING COMPANY, THE",801 MAIN STREET ,GENOA,OH,43430,51,406204
31/12/2019,504535,23815,0,0,62203308,"FIRST STATE BANK OF DEKALB COUNTY, INC.",500 GAULT AVENUE SOUTH FORT ,FORT PAYNE,AL,35967,51,200458
31/12/2019,504647,14907,0,0,75904380,"INTERNATIONAL BANK OF AMHERST, THE",103 SOUTH MAIN STREET ,AMHERST,WI,54406,51,74103
31/12/2019,504713,6548,24,0,42000013,U.S. BANK NATIONAL ASSOCIATION,425 WALNUT STREET ,CINCINNATI,OH,45202,31,
31/12/2019,505550,13058,15698,0,91809362,HIAWATHA NATIONAL BANK,N1555 770TH STREET ,HAGER CITY,WI,54014,51,228164
31/12/2019,505831,2375,0,0,64104887,BANK OF WAYNESBORO,201 SOUTH MAIN STREET ,WAYNESBORO,TN,38485,51,174752
31/12/2019,505916,6592,86,0,42206503,"FIRST NATIONAL BANK OF GERMANTOWN, THE",17 NO. MAIN STREET ,GERMANTOWN,OH,45327,51,66075
31/12/2019,506052,13580,0,0,91804558,UNION BANK OF BLAIR,123 SOUTH URBERG AVENUE ,BLAIR,WI,54616,51,105591
31/12/2019,506249,4534,0,0,81004601,CENTRAL BANK OF ST. LOUIS,7707 FORSYTH BOULEVARD ,CLAYTON,MO,63105,41,1978831
31/12/2019,506922,4865,0,10451,55001096,SANDY SPRING BANK,17801 GEORGIA AVENUE ,OLNEY,MD,208322267,41,8616347
31/12/2019,507068,8468,0,0,121101985,EXCHANGE BANK,545 FOURTH STREET ,SANTA ROSA,CA,95401,41,2669817
31/12/2019,507152,21848,16405,0,103001809,"QUAIL CREEK BANK, NATIONAL ASSOCIATION",12201 NORTH MAY AVENUE ,OKLAHOMA CITY,OK,73120,51,691582
31/12/2019,507349,9106,0,0,73918323,FARMERS STATE BANK,201 MAIN STREET ,YALE,IA,50277,51,55445
31/12/2019,507509,18199,0,8506,221172296,NEWTOWN SAVINGS BANK,39 MAIN STREET ,NEWTOWN,CT,6470,41,1334086
31/12/2019,508270,27567,0,8219,255072142,GLEN BURNIE MUTUAL SAVINGS BANK,1 CRAIN HIGHWAY SOUTH ,GLEN BURNIE,MD,21061,51,99854
31/12/2019,508346,10619,0,0,86500605,HAWTHORN BANK,132 EAST HIGH STREET ,JEFFERSON CITY,MO,65101,41,1483698
31/12/2019,508355,15510,0,0,103102452,AMERISTATE BANK,131 S. PENNSYLVANIA AVE. ,ATOKA,OK,74525,51,282540
31/12/2019,508841,10734,0,0,75904445,PIONEER BANK,5758 MAIN STREET ,AUBURNDALE,WI,54412,41,161190
31/12/2019,509811,2720,0,0,42102694,"COMMUNITY TRUST BANK, INC.",346 NORTH MAYO TRAIL ,PIKEVILLE,KY,41501,41,4344716
31/12/2019,509857,12225,0,0,81907847,FMB BANK,100 VETERANS MEMORIAL PARKWAY ,WRIGHT CITY,MO,63390,51,36865
31/12/2019,509950,4239,0,0,103100881,FIRST UNITED BANK AND TRUST COMPANY,1400 WEST MAIN STREET ,DURANT,OK,74701,41,8090901
31/12/2019,510330,16897,0,10426,61112830,F&M BANK,911 EAST ROBERT TOOMBS AVENUE ,WASHINGTON,GA,30673,51,276101
31/12/2019,510648,5283,0,0,75901516,AMERICAN BANK OF BEAVER DAM,115 FRONT STREET ,BEAVER DAM,WI,53916,51,156176
31/12/2019,510871,30387,0,0,221571473,FIRSTBANK PUERTO RICO,1519 AVENUE PONCE DE LEON ,SAN JUAN,PR,909,31,
31/12/2019,510938,3612,13838,0,71102238,MIDAMERICA NATIONAL BANK,100 WEST ELM STREET ,CANTON,IL,61520,51,423476
31/12/2019,510947,10458,0,0,81218536,FARMERS STATE BANK & TRUST CO.,129 WEST MAIN STREET ,MOUNT STERLING,IL,62353,51,94448
31/12/2019,511832,9168,0,12435,64105734,WAYNE COUNTY BANK,216 SOUTH HIGH STREET ,WAYNESBORO,TN,38485,51,315573
31/12/2019,513256,3034,6030,0,102101111,FIRST NATIONAL BANK OF LAS ANIMAS,535 BENT AVENUE ,LAS ANIMAS,CO,81054,41,377118
31/12/2019,513322,26588,0,0,53201856,DEDICATED COMMUNITY BANK,202 CASHUA STREET ,DARLINGTON,SC,29532,51,68926
31/12/2019,513340,18584,0,13502,72403554,COMMERCIAL BANK,301 NORTH STATE STREET ,ALMA,MI,48801,51,504360
31/12/2019,513546,3821,8221,0,81906275,"FARMERS AND MERCHANTS NATIONAL BANK OF NASHVILLE, THE",120 WEST SAINT LOUIS STREET ,NASHVILLE,IL,62263,51,189619
31/12/2019,513854,12757,0,0,103109390,FIRST STATE BANK,106 DALTON AVENUE ,VALLIANT,OK,74764,51,67577
31/12/2019,513920,9860,0,0,41210370,"MARBLEHEAD BANK, THE",709 WEST MAIN STREET ,MARBLEHEAD,OH,43440,51,48767
31/12/2019,514048,5635,0,0,82904726,CORNERSTONE BANK,152 EAST VAN BUREN ,EUREKA SPRINGS,AR,72632,51,336837
31/12/2019,514057,16516,0,0,104113712,NEBRASKA STATE BANK,4TH AND HOFFMAN ,LYNCH,NE,68746,51,16182
31/12/2019,514066,21956,0,0,122234783,MONTECITO BANK & TRUST,1000 STATE STREET ,SANTA BARBARA,CA,93101,51,1608513
31/12/2019,514132,324,0,12223,65304385,CITIZENS BANK,814 MAIN STREET ,COLUMBIA,MS,39429,51,421145
31/12/2019,514356,399,0,0,103103503,FIRST SUMMIT BANK,6TH AND WASHINGTON ,RYAN,OK,73565,41,27222
31/12/2019,514655,3206,10420,0,113115484,"TEXAS GULF BANK, NATIONAL ASSOCIATION",1626 SOUTH VOSS ROAD ,HOUSTON,TX,77057,51,663085
31/12/2019,514936,22138,0,11806,61102662,RABUN COUNTY BANK,121 RICKMAN STREET ,CLAYTON,GA,30525,51,188279
31/12/2019,515054,16511,0,0,84000929,TRI-STATE BANK OF MEMPHIS,4606 ELVIS PRESLEY BOULEVARD ,MEMPHIS,TN,38116,51,85597
31/12/2019,515979,29582,703697,3697,253272342,PEE DEE FEDERAL SAVINGS BANK,106 NORTHEAST COURT STREET ,MARION,SC,29571,51,34652
31/12/2019,516154,14275,0,0,104908082,FARMERS AND MERCHANTS BANK,501 MAIN STREET ,MILLIGAN,NE,68406,51,120336
31/12/2019,516855,4178,0,0,103102216,SECURITY BANK,10727 E. 51ST STREET ,TULSA,OK,74146,51,584659
31/12/2019,516873,28805,702397,2397,221972027,SUNNYSIDE FEDERAL SAVINGS AND LOAN ASSOCIATION OF IRVINGTON,56 MAIN ST ,IRVINGTON,NY,10533,51,87641
31/12/2019,517049,5615,0,0,82907008,CHAMBERS BANK,901 MAIN STREET ,DANVILLE,AR,72833,51,971743
31/12/2019,517357,14899,0,0,103101877,BLUE SKY BANK,101 EAST 8TH STREET ,PAWHUSKA,OK,74056,51,234861
31/12/2019,517441,2455,0,0,75903242,"BANK OF BRODHEAD, THE",806 EAST EXCHANGE STREET ,BRODHEAD,WI,53520,51,155323
31/12/2019,517674,30441,705339,5339,265270345,FIRST FEDERAL BANK OF LOUISIANA,1135 LAKESHORE DRIVE ,LAKE CHARLES,LA,706019420,51,897174
31/12/2019,518037,21292,0,15773,61202371,PEOPLESSOUTH BANK,203 WEST CRAWFORD STREET ,COLQUITT,GA,39837,51,808966
31/12/2019,518176,30447,0,5352,265270811,RAYNE BUILDING & LOAN ASSOCIATION,200 NORTH ADAMS AVENUE ,RAYNE,LA,705785920,51,53501
31/12/2019,518354,13054,0,0,91805609,PARK BANK,1200 MAIN STREET ,HOLMEN,WI,54636,51,58395
31/12/2019,518877,31762,0,0,314973548,GREATER STATE BANK,3300 NORTH 10TH STREET ,MCALLEN,TX,78501,51,89273
31/12/2019,519146,21805,0,0,82901460,FIRST STATE BANK OF DEQUEEN,402 WEST COLLIN RAYE DRIVE ,DEQUEEN,AR,71832,51,275234
31/12/2019,519360,23749,17176,0,121038773,MISSION NATIONAL BANK,3060 16TH STREET ,SAN FRANCISCO,CA,94103,51,250037
31/12/2019,519445,1562,0,0,83905083,PEOPLES BANK,265 OLD SPRINGFIELD ROAD ,LEBANON,KY,40033,51,64566
31/12/2019,519874,8681,0,0,125102676,LAMONT BANK OF ST. JOHN,6 EAST FRONT STREET ,SAINT JOHN,WA,99171,51,52520
31/12/2019,520003,14140,0,8416,211672683,NORTHFIELD SAVINGS BANK,33 SOUTH MAIN STREET ,NORTHFIELD,VT,5663,51,1059033
31/12/2019,520423,2068,0,0,44101745,"FAHEY BANKING COMPANY, THE",127 NORTH MAIN STREET ,MARION,OH,43302,51,279036
31/12/2019,520777,28841,0,2470,271070681,COMMUNITY SAVINGS BANK,4801 WEST BELMONT AVENUE ,CHICAGO,IL,60641,51,404933
31/12/2019,521064,5520,13854,0,111305746,"SANTA ANNA NATIONAL BANK, THE",610 WALLIS AVE ,SANTA ANNA,TX,76878,51,53928
31/12/2019,521158,13919,14012,0,114917908,"SOUTHTRUST BANK, N.A.",601 GUADALUPE STREET ,GEORGE WEST,TX,78022,51,406654
31/12/2019,521804,7153,0,0,21911398,MAHOPAC BANK,630 ROUTE 6 ,MAHOPAC,NY,10541,41,1338214
31/12/2019,521952,4204,12095,0,103110392,STROUD NATIONAL BANK,300 WEST MAIN STREET ,STROUD,OK,74079,51,74114
31/12/2019,521970,29637,703790,3790,302373079,BIG HORN FEDERAL SAVINGS BANK,33 NORTH SIXTH STREET ,GREYBULL,WY,82426,51,260508
31/12/2019,522034,17975,0,17176,62106120,"COMMERCIAL BANK OF OZARK, THE",208 SOUTH MERRICK AVENUE ,OZARK,AL,36360,51,93907
31/12/2019,522454,22448,0,0,103102193,FIRST STATE BANK,1111 SOUTH MUSKOGEE ,TAHLEQUAH,OK,74464,51,62217
31/12/2019,522605,11971,0,0,11201759,BAR HARBOR BANK AND TRUST COMPANY,82 MAIN STREET ,BAR HARBOR,ME,4609,41,3665517
31/12/2019,522669,17094,0,0,111922776,HOMEBANK TEXAS,601 NORTH HIGHWAY 175 ,SEAGOVILLE,TX,75159,51,201434
31/12/2019,522753,15669,0,0,111906747,MCBANK,1017 PARKER STREET ,GOLDTHWAITE,TX,76844,51,325163
31/12/2019,522847,9314,0,0,83903894,"LIMESTONE BANK, INC",2500 EASTPOINT PARKWAY ,LOUISVILLE,KY,40223,51,1239472
31/12/2019,522856,24342,0,0,103102821,YORKTOWN BANK,1913 SOUTH ELLIOTT ,PRYOR,OK,74361,51,113823
31/12/2019,523161,17214,0,0,113104275,CITIZENS STATE BANK,222 MAIN STREET ,SEALY,TX,77474,51,299344
31/12/2019,524579,29657,0,3836,275971906,"GREAT MIDWEST BANK, STATE SAVINGS BANK",15900 WEST BLUEMOUND ROAD ,BROOKFIELD,WI,53005,51,847794
31/12/2019,524757,8661,0,0,84303008,FARMERS BANK,29 EAST MAIN STREET ,PARSONS,TN,38363,51,38418
31/12/2019,524766,18301,0,0,111323689,FIRST STATE BANK,1 COMMERCE PARK ,SHALLOWATER,TX,79363,41,95194
31/12/2019,524953,4185,0,0,103102627,FIRST PRYORITY BANK,310 EAST GRAHAM ,PRYOR,OK,74361,51,209082
31/12/2019,524971,28400,0,0,275971825,WESTBURY BANK,200 SOUTH MAIN STREET ,WEST BEND,WI,53095,41,831386
31/12/2019,525053,4211,11397,0,103111252,FIRST NATIONAL BANK OF OKLAHOMA,5101 N WESTERN AVE ,OKLAHOMA CITY,OK,73118,41,573758
31/12/2019,525549,15091,0,0,75904953,STATE BANK OF CROSS PLAINS,1205 MAIN STREET ,CROSS PLAINS,WI,53528,41,1322152
31/12/2019,526452,1673,0,0,91404466,1ST FINANCIAL BANK USA,331 NORTH DAKOTA DUNES BOULEVARD ,DAKOTA DUNES,SD,57049,31,
31/12/2019,526519,8426,0,0,31316815,1ST SUMMIT BANK,125 DONALD LANE ,JOHNSTOWN,PA,15904,41,1103543
31/12/2019,526854,20993,0,0,84302300,"HARDIN COUNTY BANK, THE",235 WAYNE ROAD ,SAVANNAH,TN,38372,41,502048
31/12/2019,527057,14604,0,0,81511990,COMMUNITY POINT BANK,13218 RAILROAD AVENUE ,RUSSELLVILLE,MO,65074,51,136980
31/12/2019,527178,29679,703874,3874,265470792,ANTHEM BANK & TRUST,23910 RAILROAD AVENUE ,PLAQUEMINE,LA,70764,51,153910
31/12/2019,527600,90259,0,10965,211371463,NORTH EASTON SAVINGS BANK,20 EASTMAN STREET ,SOUTH EASTON,MA,2375,51,1135696
31/12/2019,527749,18448,0,0,73908359,SECURITY STATE BANK,207 ISABELLA STREET ,RADCLIFFE,IA,50230,51,96211
31/12/2019,527954,5452,209,0,104000016,FIRST NATIONAL BANK OF OMAHA,1620 DODGE STREET ,OMAHA,NE,68102,41,22555038
31/12/2019,528102,90258,0,12044,211374091,NORTH BROOKFIELD SAVINGS BANK,35 SUMMER STREET ,NORTH BROOKFIELD,MA,1535,41,323543
31/12/2019,528241,15405,0,0,73901990,HOUGHTON STATE BANK,116 EAST COOLBAUGH STREET ,RED OAK,IA,51566,51,178788
31/12/2019,528849,11236,0,0,75905622,HORICON BANK,326 EAST LAKE STREET ,HORICON,WI,53032,51,883530
31/12/2019,528960,24563,0,0,114011011,TEXAS COMMUNITY BANK,6721 MCPHERSON ROAD ,LAREDO,TX,78041,41,1475841
31/12/2019,529275,29692,703896,3896,304971990,LINCOLN FEDERAL SAVINGS BANK OF NEBRASKA,1101 'N' STREET ,LINCOLN,NE,68508,51,307643
31/12/2019,529341,12514,0,0,75909408,IXONIA BANK,W1046 MARIETTA AVENUE ,IXONIA,WI,53036,51,389451
31/12/2019,529659,5472,0,0,104901348,CATTLE BANK & TRUST,104 SOUTH 5TH STREET ,SEWARD,NE,68434,51,289150
31/12/2019,529958,23647,25143,0,111010170,"TIB THE INDEPENDENT BANKERSBANK, NATIONAL ASSOCIATION",11701 LUNA ROAD ,FARMERS BRANCH,TX,75234,41,2712795
31/12/2019,530655,1147,0,0,101101659,"PEOPLES BANK, THE",222 SOUTH MAIN STREET ,PRATT,KS,67124,51,369283
31/12/2019,530703,20931,0,0,11200585,DAMARISCOTTA BANK & TRUST CO.,25 MAIN STREET ,DAMARISCOTTA,ME,4543,51,201421
31/12/2019,530851,10719,0,0,113121384,PEOPLES STATE BANK OF HALLETTSVILLE,116 EAST THIRD STREET ,HALLETTSVILLE,TX,77964,51,281496
31/12/2019,531157,23099,0,0,101103084,"BANK OF PROTECTION, THE",302 N BROADWAY ,PROTECTION,KS,67127,51,68566
31/12/2019,531250,8439,0,0,84302698,CENTENNIAL BANK,5420 BROAD STREET SOUTH ,TREZEVANT,TN,38258,51,587205
31/12/2019,532042,13454,0,0,75903116,ROYAL BANK,202 MAIN STREET ,ELROY,WI,53929,51,468037
31/12/2019,532453,15593,0,0,91408792,IPSWICH STATE BANK,301 1ST AVENUE ,IPSWICH,SD,57451,51,55796
31/12/2019,532752,16120,0,0,101106609,"RILEY STATE BANK OF RILEY KANSAS, THE",201 SOUTH BROADWAY STREET ,RILEY,KS,66531,51,89544
31/12/2019,533124,24015,0,10119,52001772,"HARBOR BANK OF MARYLAND, THE",25 WEST FAYETTE STREET ,BALTIMORE,MD,21201,51,311321
31/12/2019,533227,16167,0,0,41213872,"METAMORA STATE BANK, THE",120 EAST MAIN STREET ,METAMORA,OH,43540,51,82897
31/12/2019,533535,2784,0,16462,62202163,FIRST BANK OF BOAZ,124 S. MAIN STREET ,BOAZ,AL,35957,41,232902
31/12/2019,534073,28463,0,1639,242272269,LIBERTY BANK,314 PARK AVE. ,IRONTON,OH,45638,51,50647
31/12/2019,534242,13931,0,0,73908511,STATE BANK OF SCHALLER,100 WEST 2ND STREET ,SCHALLER,IA,51053,51,33671
31/12/2019,534466,25869,0,0,121141343,METROPOLITAN BANK,250 EAST 18TH STREET ,OAKLAND,CA,94606,51,181441
31/12/2019,534756,402,0,0,103109015,SOONER STATE BANK,2 SOUTHEAST FOURTH ,TUTTLE,OK,73089,51,261000
31/12/2019,534859,14556,0,0,101111681,EXCHANGE STATE BANK,408 NORTH 5TH STREET ,SAINT PAUL,KS,66771,51,72560
31/12/2019,534877,27943,0,587,243373112,BRENTWOOD BANK,411 MCMURRAY ROAD ,BETHEL PARK,PA,15102,51,705972
31/12/2019,535034,307,0,17112,65201624,LANDMARK BANK,12225 ST. HELENA STREET ,CLINTON,LA,70722,51,141820
31/12/2019,535575,31410,0,6903,253272494,"1ST FEDERAL SAVINGS BANK OF SC, INC.",300 ROBERTSON BOULEVARD ,WALTERBORO,SC,29488,51,97007
31/12/2019,535641,1051,0,0,83903195,CITIZENS BANK,1021 SOUTH MAIN STREET ,HARTFORD,KY,42347,51,120974
31/12/2019,535753,19600,15592,0,107001481,"ACADEMY BANK, N.A.",8551 NORTH BOARDWALK AVENUE ,KANSAS CITY,MO,64154,51,2095381
31/12/2019,535874,32021,0,7750,264172169,PROGRESSIVE SAVINGS BANK,500 NORTH MAIN STREET ,JAMESTOWN,TN,38556,51,295333
31/12/2019,535931,16396,0,0,63105515,LAFAYETTE STATE BANK,340 WEST MAIN STREET ,MAYO,FL,32066,41,109212
31/12/2019,535940,12386,0,0,71107987,STATE BANK OF TOULON,102 WEST MAIN STREET ,TOULON,IL,61483,51,225764
31/12/2019,536059,26223,18558,0,113015500,"GOLDEN BANK, NATIONAL ASSOCIATION",9315 BELLAIRE BLVD ,HOUSTON,TX,77036,41,1022609
31/12/2019,536349,1553,0,0,73903396,SHELBY COUNTY STATE BANK,508 COURT STREET ,HARLAN,IA,51537,51,269215
31/12/2019,536527,14679,0,0,54000959,INDUSTRIAL BANK,"4812 GEORGIA AVENUE, NW ",WASHINGTON,DC,20011,51,530919
31/12/2019,536554,17478,0,0,104113880,FIRSTIER BANK,115 SOUTH WALNUT STREET ,KIMBALL,NE,69145,51,432921
31/12/2019,536853,14260,0,0,103103121,WALTERS BANK AND TRUST COMPANY,201 NORTH BROADWAY ,WALTERS,OK,73572,51,53625
31/12/2019,537038,17713,0,0,71922764,DURAND STATE BANK,1005 CAMERON DRIVE ,DURAND,IL,61024,41,106046
31/12/2019,537243,5797,0,0,73918569,FARMERS STATE BANK,99 NORTH 7TH STREET ,NORTHWOOD,IA,50459,51,192193
31/12/2019,537355,2318,0,0,103112329,CORNERSTONE BANK,115 WEST A ,WATONGA,OK,73772,41,219895
31/12/2019,537449,15229,0,0,75905787,FIRST BUSINESS BANK,401 CHARMANY DRIVE ,MADISON,WI,53719,41,2083852
31/12/2019,537551,11821,0,0,92904761,LITTLE HORN STATE BANK,835 N. CENTER AVENUE ,HARDIN,MT,59034,51,104332
31/12/2019,537560,5551,13778,0,111900581,"EXTRACO BANKS, NATIONAL ASSOCIATION",18 SOUTH MAIN STREET ,TEMPLE,TX,76501,41,1525058
31/12/2019,538222,15214,2488,0,44107163,"FIRST CENTRAL NATIONAL BANK OF SAINT PARIS, THE",103 SOUTH SPRINGFIELD STREET ,SAINT PARIS,OH,43072,41,95605
31/12/2019,538473,32363,708186,8186,255073345,"PRESIDENTIAL BANK, FSB",4600 EAST WEST HIGHWAY SUITE 400,BETHESDA,MD,20814,51,617208
31/12/2019,538754,3999,10637,0,91404369,FIRST NATIONAL BANK IN PHILIP,103 EAST OAK STREET ,PHILIP,SD,57567,51,291133
31/12/2019,538802,24516,0,11980,26006237,INTERAUDI BANK,19 EAST 54TH STREET ,NEW YORK,NY,10022,31,
31/12/2019,538950,19263,15407,0,103101204,FIRST NATIONAL BANK AND TRUST COMPANY OF WEATHERFORD,1100 EAST MAIN STREET ,WEATHERFORD,OK,73096,51,258593
31/12/2019,539032,16604,0,9993,62205791,BANK INDEPENDENT,710 SOUTH MONTGOMERY AVENUE ,SHEFFIELD,AL,35660,41,1735234
31/12/2019,539340,15883,0,0,74911138,DEMOTTE STATE BANK,210 SOUTH HALLECK STREET ,DEMOTTE,IN,46310,51,446309
31/12/2019,539377,32025,0,0,282974161,UNITED BANK,2600 SOUTH THOMPSON ,SPRINGDALE,AR,72764,51,202197
31/12/2019,539452,2320,0,0,103112507,BANK OF COMMERCE,24 W DIVISION ,STILWELL,OK,74960,51,131854
31/12/2019,539872,28515,0,1754,314971168,"TRUSTTEXAS BANK, S.S.B.",121 EAST COURTHOUSE STREET ,CUERO,TX,77954,51,346448
31/12/2019,540056,5486,0,0,104901238,FIRSTBANK OF NEBRASKA,201 EAST 5TH STREET ,WAHOO,NE,68066,51,282384
31/12/2019,540542,999,0,10335,72404508,G.W. JONES EXCHANGE BANK,115 WEST MAIN STREET ,MARCELLUS,MI,49067,51,61476
31/12/2019,540551,4009,0,0,91400538,"BANKWEST, INCORPORATED",420 SOUTH PIERRE STREET ,PIERRE,SD,57501,41,1205032
31/12/2019,540739,20468,0,12638,62201892,FIRSTSTATE BANK,88730 HIGHWAY 9 ,LINEVILLE,AL,36266,51,252275
31/12/2019,540775,29787,25025,0,241270916,"FIRST FEDERAL COMMUNITY BANK, NATIONAL ASSOCIATION",321 NORTH WOOSTER AVENUE ,DOVER,OH,44622,41,451155
31/12/2019,540850,12139,0,0,101105286,FORD COUNTY STATE BANK,322 MAIN STREET ,SPEARVILLE,KS,67876,51,40564
31/12/2019,540926,13425,0,0,53200983,SOUTH STATE BANK,520 GERVAIS STREET ,COLUMBIA,SC,29201,41,15917423
31/12/2019,541101,639,0,0,21000018,"BANK OF NEW YORK MELLON, THE",240 GREENWICH STREET ,NEW YORK,NY,10286,31,
31/12/2019,541231,23152,0,14558,62103217,FIRST CITIZENS BANK,100 WEST THIRD STREET ,LUVERNE,AL,36049,41,245886
31/12/2019,541307,27015,713964,13964,211574833,ETHIC,579 BOYLSTON STREET ,BOSTON,MA,2116,51,219312
31/12/2019,541642,8126,0,0,83907667,"COMMONWEALTH COMMUNITY BANK, INC.",830 SOUTH MAIN STREET ,HARTFORD,KY,42347,51,144132
31/12/2019,541754,22447,0,0,102102932,WRAY STATE BANK,300 CLAY STREET ,WRAY,CO,80758,51,159318
31/12/2019,541857,2380,0,0,84304272,CARROLL BANK AND TRUST,19510 E MAIN STREET ,HUNTINGDON,TN,38316,51,306727
31/12/2019,542153,14922,0,0,104901513,F&M BANK,204 NORTH MAIN STREET ,WEST POINT,NE,68788,51,301023
31/12/2019,542340,17348,0,0,73922238,SOUTH STORY BANK & TRUST,501 LINN STREET ,SLATER,IA,50244,51,242224
31/12/2019,542528,12982,0,0,41201635,CIVISTA BANK,100 E. WATER STREET ,SANDUSKY,OH,44870,41,2304000
31/12/2019,542667,19525,0,0,325271268,MT. MCKINLEY BANK,500 FOURTH AVENUE ,FAIRBANKS,AK,99701,51,467386
31/12/2019,542854,526,0,0,102301241,FARMERS STATE BANK,103 EAST SECOND STREET ,PINE BLUFFS,WY,82082,51,27678
31/12/2019,543262,11666,0,0,124103582,D.L. EVANS BANK,397 NORTH OVERLAND AVENUE ,BURLEY,ID,83318,41,1793987
31/12/2019,543459,4779,8114,0,101103686,FIRST NATIONAL BANK OF SYRACUSE,11 NORTH MAIN STREET ,SYRACUSE,KS,67878,51,374542
31/12/2019,543945,12858,0,0,73918857,FARMERS TRUST AND SAVINGS BANK,125 WEST 4TH STREET ,SPENCER,IA,51301,51,454060
31/12/2019,544335,21083,0,12014,65301883,UNITED MISSISSIPPI BANK,75 MELROSE-MONTEBELLO PARKWAY ,NATCHEZ,MS,39120,51,350113
31/12/2019,544447,12128,0,0,73915915,CITIZENS SAVINGS BANK,101 CHURCH STREET ,SPILLVILLE,IA,52168,51,106841
31/12/2019,544577,30664,705710,5710,281573275,CENTRAL FEDERAL SAVINGS AND LOAN ASSOCIATION,210 WEST TENTH STREET ,ROLLA,MO,65401,51,70312
